5232.53172185,508.7095024,766.25365487,397.08045799,920.76419934,334.88713324,1086.02302609,667.38221553,859.54364198,1297.01786704,858.90576173,646.87436537,204.12168121,700.87092885,964.79388386,1437.46315192,356.41559181,805.32382041,1093.16728494,902.60055912,681.25611105,751.10399884,574.09222841,438.54267448,674.55836838,339.67123514,349.23943895,854.39275894,712.83118361,489.17441963,1365.06374311,580.47103095,660.20606267,1532.50730973,193.62855104,799.45532208,968.54143035,352.41289321,344.45533705,489.57309479,322.12952816,556.55052143,713.62853393,417.81156623,226.84616525,1082.80173081,1073.233527,991.21807337,731.96759123,603.02009792,690.50537473,373.15994847,849.48108098,1108.31694096,840.40723437,711.23648298,886.65355277,1325.19622725,1202.4042784,515.08830494,1247.05589616,857.94894135,862.73304325,1003.06669909,896.22175658,267.90970659,1092.36993462,681.73452124,795.75561661,308.84567188,951.23892847,880.27475023,90.49926101,787.78211343,834.02843183,676.72716125,792.56621534,762.26690328,545.38761699,1141.80565429,763.86160392,572.49752778,936.08927244,679.34247029,346.05003768,313.77329684,1097.15403652,795.75561661,1802.01171696,314.47496512
5227.42867982,493.55984637,759.07750201,400.26985925,890.33731124,341.26593578,1076.56645133,679.34247029,888.24825341,1183.26787078,827.49015923,637.49752564,202.52698058,701.66827917,982.33559084,1485.27227694,367.57849625,800.53971851,1127.45334858,902.60055912,701.66827917,781.40331089,580.47103095,440.93472543,698.4788779,314.15602499,350.83413959,877.96243431,688.9106741,444.52280186,1310.84392154,578.87633032,685.72127283,1406.52595961,199.73625447,787.59074936,987.43863287,353.52918366,349.23943895,491.16779542,316.54807594,545.38761699,713.62853393,411.4327637,225.65013978,1076.42292827,1092.36993462,951.87680872,739.9410944,602.7011578,692.10007536,373.15994847,816.63024791,1146.58975619,849.97543818,692.89742568,896.22175658,1350.7114374,1189.64667332,518.27770621,1169.44181628,851.57013881,816.48672485,1030.17660987,875.49064833,277.4779104,1060.47592193,696.88417727,781.40331089,319.46637811,928.11576927,848.38073754,96.08071323,798.94501787,834.02843183,676.105228,768.64570582,779.01125994,554.9558208,1137.02155238,782.99801153,604.39154047,963.19918323,680.93717092,333.29243261,309.86628029,1105.12753969,828.44697961,1763.73890173,316.38860588
5090.1249552,489.57309479,696.88417727,390.70165545,890.33731124,334.88713324,1029.28357752,661.00341299,893.03235531,1119.4798454,814.93986524,613.28997001,201.72963026,713.62853393,964.79388386,1479.10078549,353.22619054,814.89202422,1054.09711939,837.2178331,667.22274547,757.48280138,620.33854681,441.73207575,655.42196077,306.18252182,342.86063641,831.58853986,682.53187156,443.72545154,1307.65452027,559.7399227,637.88025379,1363.46904248,193.62855104,778.10228058,968.54143035,333.57947872,349.23943895,483.19429225,322.12952816,511.10155335,701.66827917,400.26985925,222.85941367,1085.99113208,1068.4494251,909.39398382,701.66827917,609.07996033,629.90675062,367.30739714,825.03432025,1151.37385809,822.86552739,672.96366775,872.30124706,1329.98032916,1240.67709363,500.73599923,1114.16949229,869.11184579,827.64962929,961.60448259,875.49064833,286.24876389,1033.36601114,657.81401172,782.99801153,302.46686934,912.16876292,829.24432993,92.4926368,785.39006248,798.94501787,690.31401065,744.7251963,751.10399884,558.14522207,1098.74873716,789.37681407,573.2948781,963.19918323,684.12657219,301.39841992,305.94331672,1084.39643145,816.48672485,1725.46608651,297.89007852
5131.90611182,485.5863432,749.50929821,408.24336243,903.14275733,336.48183388,993.02008509,664.99016458,890.64030436,1242.79804547,835.35203336,603.13172697,192.16142645,745.52254662,936.08927244,1511.48915537,350.83413959,803.72911978,1091.5725843,897.81645721,666.58486521,747.91459757,612.36504364,445.71882734,655.42196077,304.58782119,349.23943895,842.60792125,696.88417727,462.463184,1334.76443106,586.05248317,615.55444491,1282.13931012,198.20534186,789.18544999,970.10423697,337.45460126,355.61824149,472.03138781,330.10303134,524.65650874,692.89742568,401.86455989,231.63026716,1097.15403652,1082.80173081,915.69305132,703.26297981,614.16705536,652.2325595,357.48404123,860.18152224,1149.77915746,835.62313247,680.13982061,861.13834262,1377.82134819,1255.02939934,526.25120938,1186.45727205,854.75954008,880.27475023,977.55148894,896.22175658,300.6010696,1028.58190924,656.21931109,773.42980772,292.89866553,896.22175658,845.19133627,92.4926368,801.33706883,773.42980772,692.78579664,773.42980772,752.69869947,558.14522207,1106.72224033,786.1874128,618.74384618,939.27867371,680.93717092,312.56132436,316.11750677,1041.33951432,801.33706883,1687.19327128,320.2158874
4989.81828529,478.41019034,718.41263583,398.67515862,900.75070638,330.10303134,948.89471853,658.61136204,883.4641515,1233.22984166,832.21047311,617.19698656,192.16142645,732.76494154,923.33166736,1454.41481966,338.87388483,808.51322168,996.68789655,846.78603691,636.28555316,725.58878869,601.2021392,436.94797385,668.17956585,299.80371928,310.96662372,820.58510548,660.20606267,425.38639425,1302.87041837,594.82333666,613.95974427,1227.91948855,190.58267283,749.63687426,894.5154269,336.89645604,354.02354085,467.2472859,314.15602499,546.98231763,662.59811363,393.89105672,223.65676399,1034.96071178,1130.64274985,915.69305132,698.4788779,574.63442663,653.82726014,348.71318774,840.31155233,1143.40035492,837.2178331,665.7875149,835.62313247,1361.87434185,1299.6810171,519.87240684,1183.26787078,845.19133627,856.35424072,993.49849528,864.32774389,294.22226706,987.11969274,629.90675062,762.26690328,282.2620123,931.30517054,818.08142549,90.10058585,795.75561661,749.50929821,648.32554295,730.37289059,722.39938742,511.89890367,1039.74481368,767.05100518,578.87633032,877.08534896,692.10007536,301.39841992,301.25489686,1012.63490289,802.5330943,1669.6515643,317.66436639
4921.88403826,472.82873812,742.33314535,403.45926052,912.75880216,318.9401269,963.07160717,649.84050855,857.94894135,1268.31325562,847.91827436,646.87436537,181.79587233,708.04708171,944.06277561,1443.61869637,340.46858546,773.42980772,956.82038069,858.74629167,617.14914554,720.80468678,574.88957873,445.71882734,634.69085252,288.64081484,309.37192309,817.44354523,650.63785887,415.02084012,1304.465119,556.55052143,628.31204998,1202.4042784,184.4909164,736.19354791,865.92244452,334.13762394,374.7546491,451.30027956,310.16927341,516.68300557,661.80076331,392.29635608,226.4474901,998.28259718,1105.12753969,899.95335606,725.58878869,550.39497698,636.28555316,350.30788838,824.26886395,1141.80565429,848.38073754,645.05640665,828.44697961,1310.84392154,1258.2188006,485.5863432,1217.28283532,804.52647009,835.62313247,988.71439338,878.6800496,289.43816516,974.36208767,625.91999903,742.33314535,274.28850913,967.98328513,837.2178331,92.4926368,797.35031724,744.7251963,655.11896765,732.76494154,730.37289059,519.87240684,1000.67464814,757.48280138,597.21538761,920.14226609,701.66827917,302.99312055,291.47938197,1022.2031067,781.40331089,1615.43174273,292.78703649
4976.74174008,492.76249605,698.4788779,398.67515862,855.11037422,325.31892943,964.6503608,667.38221553,924.926368,1281.0708607,805.51518449,609.38295345,183.39057297,716.02058488,963.19918323,1443.61869637,338.07653451,768.64570582,963.19918323,779.80861026,628.31204998,749.50929821,594.82333666,476.81548971,700.07357854,304.58782119,309.37192309,836.30885374,649.04315823,423.79169361,1299.6810171,594.82333666,637.88025379,1243.86649489,196.67442925,754.38908215,877.08534896,326.37143185,369.17319688,459.27378273,301.39841992,542.19821572,665.7875149,379.53875101,230.43424168,1023.79780734,1097.15403652,926.71243271,708.04708171,568.25562409,637.88025379,369.9705472,800.58755953,1137.02155238,851.57013881,676.15306902,834.02843183,1381.01074946,1299.6810171,510.30420303,1227.91948855,842.00193501,838.81253374,1041.33951432,865.92244452,290.23551548,947.25217688,619.5411965,739.9410944,289.70926427,969.57798576,790.9715147,90.89793617,775.82185867,760.67220265,679.82088048,762.26690328,739.9410944,510.30420303,1012.63490289,743.13049567,577.28162968,939.27867371,716.02058488,296.61431801,289.51790019,998.28259718,768.24703066,1628.1893478,301.71736004
5052.49002022,507.11480176,706.45238107,392.29635608,856.70507486,315.75072563,1018.24824913,680.13982061,947.25217688,1286.39716082,811.79830499,614.07137332,188.97202519,716.8179352,987.11969274,1503.7708043,346.05003768,772.63245741,916.95286483,789.37681407,658.61136204,730.37289059,611.56769332,476.81548971,728.77818996,302.99312055,336.48183388,875.61822438,634.69085252,439.3400248,1339.54853296,621.93324745,664.99016458,1276.5578579,210.50048375,757.5465894,931.30517054,329.14621096,378.74140069,472.03138781,307.77722245,543.79291636,681.73452124,397.08045799,247.5772735,1044.52891558,1181.67317015,936.15306046,747.91459757,602.7011578,652.2325595,386.98600297,811.28800079,1090.77523398,899.41115785,682.53187156,886.65355277,1376.22664756,1314.03332281,539.00881445,1225.79853671,870.70654643,843.59663564,1009.44550163,889.84295404,295.8169677,953.63097942,622.73059776,759.07750201,274.81476034,980.7408902,800.53971851,92.89131196,779.80861026,762.26690328,708.84443203,755.88810074,707.24973139,529.44061065,1080.40967986,787.78211343,590.03923476,966.38858449,695.28947663,302.99312055,284.82948032,1057.28652066,794.55959113,1711.1137808,304.90676131
4997.31337827,505.52010113,700.07357854,365.1864453,847.10497704,325.31892943,1010.35448099,692.10007536,977.55148894,1284.26026197,788.24457662,576.5640144,183.39057297,710.43913266,991.90379465,1482.17855771,327.71098039,773.42980772,916.95286483,782.99801153,684.92392251,735.1569925,621.93324745,476.81548971,714.42588425,296.61431801,344.45533705,853.61135562,618.74384618,402.26323505,1347.52203614,614.75709459,677.74776965,1196.02547586,234.42099327,740.14840548,940.87337434,339.11308992,368.37584656,483.19429225,298.20901865,524.65650874,665.7875149,393.89105672,240.00244549,1007.85080099,1168.91556507,903.11086332,739.9410944,596.96023551,644.25905633,385.39130233,817.39570422,1081.20703018,896.22175658,660.20606267,880.27475023,1328.38562852,1322.00682598,515.08830494,1220.47223659,864.32774389,822.86552739,947.25217688,893.03235531,313.35867468,939.27867371,623.52794808,688.9106741,277.4779104,966.38858449,784.59271216,88.50588521,775.82185867,751.10399884,707.60056553,704.85768044,706.45238107,516.68300557,1050.90771812,806.91852105,551.76641953,966.38858449,677.74776965,287.04611421,298.91068693,1044.52891558,805.32382041,1725.46608651,302.99312055
4983.91789294,483.99164256,682.53187156,366.78114593,795.85129864,330.10303134,1059.23205543,699.27622822,991.90379465,1363.99529369,758.40772775,556.24752831,190.56672582,707.24973139,988.71439338,1438.99406453,336.48183388,779.80861026,919.34491578,767.8483555,685.72127283,759.07750201,632.29880157,475.61946423,663.39546394,285.45141357,330.10303134,817.44354523,641.06965506,396.68178283,1336.35913169,615.55444491,657.01666141,1157.75266063,238.40774485,757.5465894,936.08927244,316.96269811,357.21294212,495.95189732,296.61431801,521.46710747,674.55836838,405.05396116,243.98919708,1003.06669909,1130.64274985,863.76959867,717.61528552,579.41852853,645.85375696,384.32285291,834.96930521,1122.66924667,910.57406229,681.73452124,866.71979484,1352.30613804,1310.84392154,490.3704451,1270.45015447,873.09859738,814.89202422,901.00585848,891.43765467,324.52157912,937.68397307,587.64718381,695.28947663,289.16706605,958.41508132,760.67220265,88.50588521,779.01125994,765.45630455,698.95728809,720.80468678,748.71194789,480.00489098,1068.4494251,801.33706883,594.82333666,920.14226609,711.23648298,294.22226706,304.77918526,1036.55541241,847.58338723,1710.31643048,288.64081484
