52
[[156.90765595, 157.59871887, 156.74398315, 154.50712157, 152.59760559, 149.66968109, 153.47052718, 148.97861816, 143.12276916, 146.39622512, 151.65194054, 149.85153975, 146.21436646, 137.30329189, 141.66789984, 144.75949714, 141.12232385, 138.75816121, 141.66789984, 140.94046518, 145.85064913, 151.85198507, 150.03339842, 150.76083308, 153.57964238, 161.30863563, 159.49004899, 157.30774501, 162.67257562, 158.30796767, 159.49004899, 155.48915836, 151.6701264, 156.39845169, 151.30640907, 153.67057171, 154.57986504, 151.12455041, 151.85198507, 149.85153975, 150.03339842, 142.75905183, 144.03206248, 142.94091049, 143.66834515, 144.03206248, 141.30418251, 134.93912925, 128.39221731, 128.21035865, 130.21080396, 136.2121399, 133.30240126],
[228.32355359, 222.92235125, 206.75511596, 213.04742576, 233.72475594, 222.92235125, 242.70857398, 239.10777241, 247.200483, 243.59968143, 233.72475594, 244.50897476, 246.12751687, 240.9081732, 240.9081732, 237.30737163, 223.83164458, 227.43244614, 222.92235125, 230.12395438, 228.32355359, 222.92235125, 231.01506183, 242.70857398, 239.10777241, 228.32355359, 221.14013634, 222.92235125, 225.63204536, 231.92435516, 226.52315281, 224.72275203, 217.53933478, 217.53933478, 222.92235125, 226.15943548, 231.01506183, 239.10777241, 228.32355359, 221.14013634, 228.32355359, 218.43044223, 215.73893399, 215.73893399, 228.32355359, 230.12395438, 228.32355359, 215.73893399, 213.93853321, 200.04453123, 192.40646731, 199.1352379, 197.68036858],
[81.10896448, 87.29215908, 86.92844175, 93.47535368, 95.83951632, 91.29304971, 91.47490837, 92.20234303, 110.20635084, 114.93467612, 114.53458706, 114.3527284, 113.66166547, 110.9337855, 108.75148152, 107.8421882, 105.47802556, 114.68007399, 116.02582811, 113.29794814, 111.47936149, 115.66211078, 123.59114856, 122.93645737, 128.21035865, 126.937348, 131.30195595, 127.84664132, 127.11920666, 131.84753194, 134.57541192, 144.75949714, 144.94135581, 147.30551845, 157.30774501, 152.76127839, 159.49004899, 159.30819032, 173.03851951, 157.30774501, 158.398897, 161.85421163, 160.03562498, 160.21748365, 159.67190765, 159.12633166, 170.03785154, 183.6772514, 178.03963279, 200.95382455, 218.2303977, 238.78042682, 222.95872298],
[99.29483095, 98.93111362, 102.02271093, 103.84129757, 105.29616689, 102.02271093, 103.84129757, 108.02404686, 109.11519885, 108.38776419, 109.11519885, 105.84174289, 107.66032953, 105.47802556, 102.29549892, 104.38687357, 97.29438564, 90.56561505, 92.20234303, 90.02003905, 88.7470284, 88.38331107, 88.56516973, 91.11119104, 90.11096838, 93.11163635, 96.93066831, 98.20367897, 95.83951632, 91.8386257, 92.38420169, 91.65676703, 90.02003905, 91.5658377, 90.02003905, 87.29215908, 80.01781249, 79.83595383, 77.83550851, 76.92621519, 75.47134587, 77.47179118, 79.29037783, 79.83595383, 79.29037783, 78.38108451, 77.10807385, 76.01692187, 77.10807385, 81.83639914, 83.47312712, 85.74636043, 85.1098551],
[1638.41926834, 1576.24179086, 1604.8117871, 1596.40991678, 1569.51302027, 1487.18560273, 1596.40991678, 1503.98934336, 1414.91496936, 1478.78373242, 1495.58747305, 1478.78373242, 1475.41934713, 1478.78373242, 1482.12993185, 1517.42869868, 1472.05496183, 1503.98934336, 1512.39121367, 1483.82121744, 1461.96180593, 1461.96180593, 1467.01747681, 1458.6156065, 1419.95245438, 1448.52245061, 1500.62495806, 1512.39121367, 1482.12993185, 1450.21373619, 1540.94302404, 1539.26992432, 1470.36367625, 1502.15257084, 1436.68345153, 1491.24105096, 1573.0774501, 1567.62169015, 1536.70571715, 1545.79865038, 1556.71017027, 1518.51985067, 1540.34289044, 1549.43582368, 1549.43582368, 1471.23659784, 1454.86931801, 1445.77638477, 1409.40465182, 1443.95779812, 1422.13475835, 1454.86931801, 1433.04627824],
[146.95998699, 143.66834515, 143.85020382, 146.35985339, 142.99546809, 143.75927449, 147.30551845, 141.75882917, 142.03161717, 142.0679889, 142.90453876, 143.94113315, 138.8127188, 134.48448258, 135.26647484, 135.6665639, 133.1205426, 121.80893365, 126.20991334, 129.84708663, 133.66611859, 133.21147193, 133.02961327, 134.30262392, 126.06442641, 126.70093173, 129.11965197, 133.02961327, 133.1205426, 127.84664132, 128.48314665, 122.75459871, 123.3001747, 131.30195595, 131.84753194, 131.48381462, 134.84819991, 136.79408763, 137.66700922, 134.06620765, 134.42992498, 131.48381462, 130.44722023, 131.44744288, 130.93823862, 129.02872264, 127.66478266, 127.66478266, 125.57340801, 128.17398692, 131.93846128, 130.90186689, 131.99301888],
[129.7561573, 128.22854452, 129.7561573, 131.28377008, 137.39422122, 140.44944679, 141.97705957, 129.7561573, 133.57518926, 131.28377008, 134.33899565, 135.86660844, 140.44944679, 137.39422122, 140.44944679, 138.921834, 137.39422122, 135.86660844, 137.39422122, 135.86660844, 137.39422122, 140.44944679, 138.15802761, 137.39422122, 141.97705957, 145.03228514, 148.08751071, 149.30596376, 149.61512349, 149.37870723, 148.99680403, 148.08751071, 145.03228514, 152.67034906, 154.19796184, 152.67034906, 152.67034906, 152.50667626, 148.08751071, 144.26847875, 141.21325318, 137.39422122, 145.03228514, 137.39422122, 143.50467236, 141.21325318, 141.97705957, 142.74086596, 144.86861234, 145.03228514, 146.55989792, 146.55989792, 146.55989792],
[562.41610661, 576.38285206, 576.38285206, 567.65363615, 567.65363615, 550.19520434, 592.11362656, 614.80958792, 635.77789197, 630.54036242, 628.79451924, 628.79451924, 604.33452883, 555.43273388, 556.30565547, 567.65363615, 520.49768438, 534.46442984, 523.98937075, 541.46598843, 572.8911657, 571.14532252, 555.43273388, 576.38285206, 571.14532252, 579.89272429, 576.38285206, 550.19520434, 523.98937075, 529.22690029, 531.84566506, 498.67464461, 448.88174221, 496.03769397, 472.46881102, 457.62914398, 483.8167917, 496.03769397, 497.80172302, 492.54600761, 489.05432125, 478.57926216, 471.59588943, 471.59588943, 485.56263489, 466.35835989, 468.10420307, 492.54600761, 484.68971329, 466.35835989, 497.80172302, 497.80172302, 480.32510534],
[781.42849657, 747.67552839, 737.0367965, 733.47236667, 719.26920496, 710.39450212, 745.91149934, 760.11466106, 729.92612271, 744.12928443, 756.53204536, 747.43911213, 736.52759224, 727.434659, 705.61161923, 706.52091256, 652.87260646, 660.14695305, 663.78412634, 681.96999282, 676.51423287, 679.24211285, 685.60716611, 654.6911931, 656.50977975, 627.41239339, 643.77967322, 676.51423287, 647.41684651, 651.96331313, 625.59380674, 609.22652692, 565.58044738, 592.85924709, 591.04066044, 581.9477272, 591.94995376, 565.58044738, 589.22207379, 565.58044738, 547.3945809, 523.75295448, 521.93436784, 531.02730107, 540.12023431, 531.02730107, 489.19980818, 489.19980818, 462.83030179, 483.74404824, 472.83252835, 486.47192821, 487.0175042],
[169.91055048, 169.91055048, 172.23834139, 170.69254274, 170.21971021, 165.23678279, 166.78258144, 164.92762306, 173.02033364, 174.58431816, 175.36631042, 176.93029494, 171.1471894, 162.89080602, 164.527534, 169.29223102, 162.10881376, 162.10881376, 161.3268215, 167.30997157, 172.40201418, 172.76573151, 170.21971021, 165.12766759, 166.58253691, 172.76573151, 176.9484808, 183.6772514, 186.40513137, 186.58699003, 182.22238208, 177.13033947, 173.49316617, 177.85777413, 171.3108622, 170.94714487, 175.49361148, 167.30997157, 160.9449183, 165.12766759, 167.30997157, 167.6736889, 168.76484089, 167.30997157, 169.85599288, 160.03562498, 159.30819032, 154.57986504, 148.03295311, 150.39711575, 149.30596376, 151.85198507, 149.48782243],
