52
[[802.5, 744.5, 620, 542.5, 513.5, 454, 519.5, 507.5, 518, 541, 524.5, 612, 660.5, 680, 663.5, 627.5, 644, 636.5, 595.5, 583, 578, 599, 619, 608, 594, 564, 590, 512, 509, 475, 460, 488, 520, 550, 591.5, 571, 542, 538, 558.5, 572, 571, 563, 549, 558, 638, 634, 640, 664, 675, 675, 686, 691, 680],
[414, 414.5, 422, 417.5, 410.5, 383.5, 358.5, 343.5, 345.5, 328.5, 324.5, 315, 373.5, 361, 395, 385, 387.5, 385, 381.5, 382.5, 406, 428.5, 443.5, 452.5, 445.5, 451, 451, 468.5, 486, 504, 500, 495, 508, 512.5, 512.5, 509.5, 514.5, 531, 517.5, 516.5, 524.5, 542.5, 574.5, 582.5, 586, 565.5, 567.5, 574.5, 595.5, 577.5, 573.5, 560, 547.5],
[720, 671, 759.5, 697, 676.5, 715, 690.5, 721, 712.5, 804.5, 759, 820, 871, 860, 851, 728.5, 826, 928.5, 873.5, 824.5, 820.5, 835.5, 888, 911.5, 968, 1015.5, 1080, 1060, 1200, 1141.5, 1190, 1164.5, 1272, 1290, 1355, 1468, 1376, 1451, 1411, 1500, 1448, 1368, 1430, 1521, 1734, 1488, 1590, 1351, 1150, 1515, 1446, 1340, 1374],
[1028.75, 1081.25, 1071.25, 975, 870.5, 908.5, 846.75, 828.75, 733.75, 765.75, 662.5, 760.5, 744, 722.25, 739.25, 573.75, 618.75, 675.5, 746.5, 726, 728.25, 724.75, 749.75, 776.25, 768, 777.5, 817.5, 825.75, 879.25, 826.25, 793.75, 805, 905, 934, 972.5, 1010.5, 1018.75, 932.5, 877.5, 913.75, 908.75, 922.5, 906.25, 907.5, 966.25, 928.25, 938.75, 950, 898, 975.5, 917.5, 917.5, 922.5],
[342.5, 361.75, 355.5, 334.5, 322.25, 296.5, 298, 334.75, 352, 351.5, 342, 366, 415, 411, 391.5, 390, 384, 380, 380, 405, 411, 439, 454, 448.25, 447.5, 449, 460, 445, 445.5, 420.25, 403.25, 404, 411, 389.75, 387.75, 370, 347.75, 344, 355, 362, 363, 375, 392.5, 396, 422.5, 430, 451.5, 470, 479, 455, 494.25, 498.25, 503.5],
[2504.88, 2463.91, 2455.13, 2245.41, 2216.15, 2138.12, 2090.32, 2075.69, 2058.13, 2146.9, 2509.75, 2539.99, 2669.72, 2604.37, 2727.27, 2640.46, 2768.24, 2622.9, 2648.26, 2808.23, 2752.63, 2728.25, 2690.2, 2664.84, 2797.5, 2851.15, 3023.8, 3065.74, 2872.61, 2838.47, 2805.3, 2948.69, 2877.49, 2970.15, 3082.32, 3124.26, 3106.71, 3192.54, 3434.45, 3340.81, 3435.42, 3396.41, 3155.48, 3130.12, 3238.39, 3370, 3330, 3450, 3400, 3260, 3400, 3324, 3375],
[997.5, 921.5, 852, 816.5, 818.5, 784, 719.5, 774.5, 710, 802, 714.5, 818.5, 824, 914.5, 911.5, 899, 884.5, 918.5, 900.5, 919, 943.5, 1040.5, 1000.5, 1010, 1050, 1008, 1077, 1094, 1095, 1086, 1049, 1051, 1057, 1108, 1098, 1078, 1087, 1061, 1010, 950, 975, 943, 949, 939, 1013, 1025, 1073, 1060, 1047, 1018, 1040, 1077, 1082],
[435, 436.75, 414.75, 389.5, 386.25, 387, 392.5, 408.25, 369.25, 365.5, 355.5, 435, 420.25, 396.25, 388, 390.25, 404.25, 414.75, 443.75, 493.25, 497.25, 487, 496.5, 505.25, 494, 500, 519, 530, 533, 525, 534.5, 541.5, 564, 556, 561.5, 551, 520, 528, 515, 552, 583.5, 560, 578.5, 583, 563, 565.5, 566.5, 588.5, 606, 609, 589, 608, 618],
[410, 380.25, 349.25, 345.25, 332, 306.75, 314.75, 312.75, 305.5, 319.25, 282.75, 334.75, 349.25, 376.25, 357, 351, 367.25, 394, 395, 407, 412, 422.25, 400, 400, 427, 427, 421.25, 425, 422, 436.5, 450, 428.25, 422, 425, 425, 393.5, 381.5, 349, 347, 375, 370, 383, 382, 386, 376, 375, 374, 369.5, 388, 390, 351.5, 364, 382],
[445.5, 388.75, 369.5, 358.75, 373.75, 354.25, 358.25, 393.25, 356, 378.5, 371.25, 379.75, 417.5, 443, 423, 403.25, 409.25, 410.5, 396.5, 387.25, 405.5, 428, 432.75, 435, 421.25, 401.5, 412.5, 370.5, 385.5, 383.5, 377.5, 400.25, 390.75, 439.75, 428, 430.5, 428.75, 433.75, 448.5, 462, 448.75, 445, 470.25, 473.5, 493.25, 483.75, 489.75, 479, 493.75, 507.25, 523.25, 508.25, 518],
