52
[[22.02834442, 21.67333484, 21.15857095, 20.44855179, 19.91603742, 20.09354221, 20.44855179, 21.85083963, 20.98106616, 20.98106616, 20.09354221, 21.85083963, 21.85083963, 21.67333484, 21.67333484, 21.33607574, 20.98106616, 20.62605658, 20.89231376, 20.44855179, 20.71480897, 20.62605658, 20.80356137, 20.80356137, 20.80356137, 21.33607574, 20.1822946, 20.98106616, 21.67333484, 21.06981855, 20.44855179, 20.1822946, 19.56102784, 19.38352305, 18.60250197, 18.42499718, 19.11726586, 18.15874, 17.89248281, 15.86892821, 14.53764229, 13.57911642, 15.69142342, 15.42516624, 15.78017582, 14.62639468, 13.31285924, 13.13535445, 12.69159247, 13.31285924, 14.44888989, 14.53764229, 15.15890905],
[35.18144934, 32.87388708, 34.15192156, 32.092866, 34.93294264, 33.63715767, 33.63715767, 34.66668545, 33.90341486, 33.38865097, 32.87388708, 34.15192156, 37.7552688, 38.51853939, 37.24050491, 36.21097713, 36.97424772, 36.21097713, 34.205173, 31.73785642, 34.31167587, 32.55437845, 32.98038995, 33.17564522, 32.7673842, 32.25262031, 31.54260115, 33.28214809, 36.15772569, 35.53645892, 34.205173, 33.90341486, 33.17564522, 34.205173, 33.90341486, 33.79691198, 34.82643976, 34.82643976, 35.12819791, 33.49515384, 31.8443593, 28.45401781, 29.99830948, 32.05736504, 31.73785642, 30.56632481, 28.86227883, 28.70252452, 24.14065142, 23.87439423, 26.19970698, 26.19970698, 25.82694692],
[13.04660205, 13.13535445, 12.78034487, 12.33658289, 13.31285924, 12.86909726, 12.86909726, 13.22410684, 12.69159247, 12.2478305, 11.62656373, 11.80406852, 12.07032571, 12.07032571, 11.89282092, 11.89282092, 12.07032571, 11.53781134, 11.18280176, 10.68578835, 12.01707427, 11.98157331, 12.78034487, 12.33658289, 12.21232954, 11.92832188, 11.80406852, 12.37208385, 12.90459822, 12.72709343, 12.86909726, 12.86909726, 13.04660205, 13.66786882, 13.31285924, 13.57911642, 13.934126, 13.75662121, 14.20038319, 12.60284008, 11.18280176, 10.73903978, 11.71531613, 11.62656373, 11.36030655, 10.56153499, 9.49650626, 9.76276344, 9.49650626, 10.02902063, 10.82779218, 11.09404936, 10.29527781],
[59.46410459, 60.35162854, 58.13281867, 53.69519892, 56.80153275, 55.9140088, 57.24529472, 58.57658064, 58.13281867, 56.35777077, 51.12137947, 54.58272287, 59.02034262, 59.46410459, 56.80153275, 56.80153275, 56.35777077, 57.68905669, 55.38149443, 55.02648485, 59.46410459, 61.0616477, 63.01420039, 63.90172434, 65.14425787, 64.25673392, 63.54671476, 68.16183929, 67.80682971, 67.9843345, 66.20928661, 64.78924829, 63.36920997, 62.30418123, 60.35162854, 61.59416207, 62.48168602, 60.52913333, 61.77166686, 55.55899922, 52.363913, 51.65389384, 55.20398964, 56.80153275, 55.55899922, 51.38763666, 45.08621662, 46.86126451, 48.01504565, 49.70134115, 54.31646569, 55.73650401, 57.33404711],
[12.2478305, 12.2478305, 12.1590781, 10.73903978, 11.80406852, 11.62656373, 11.71531613, 12.1590781, 10.91654457, 10.20652542, 9.49650626, 10.11777302, 11.09404936, 10.73903978, 10.65028739, 10.73903978, 10.73903978, 11.00529697, 10.33077877, 10.29527781, 11.04079793, 11.44905894, 11.92832188, 12.01707427, 11.98157331, 12.10582667, 11.62656373, 12.33658289, 13.17085541, 12.95784966, 13.04660205, 12.01707427, 11.62656373, 11.98157331, 11.71531613, 12.07032571, 12.2478305, 11.80406852, 11.53781134, 9.94026823, 8.82198805, 8.1119689, 9.31900147, 9.23024907, 9.05274428, 8.43147752, 7.84571171, 7.54395357, 7.40194974, 7.54395357, 8.82198805, 9.14149668, 9.40775386],
[16.77420264, 16.34819114, 16.52569593, 15.49616815, 15.58492055, 16.52569593, 16.33044066, 17.35996845, 17.46647132, 17.0582103, 15.40741576, 16.63219881, 17.1469627, 16.54344641, 16.33044066, 15.92217965, 15.51391863, 15.19441001, 15.10565761, 13.66786882, 14.32463654, 14.64414516, 14.9459033, 14.6973966, 14.6973966, 14.64414516, 14.53764229, 14.99915474, 15.97543108, 15.56717007, 14.89265187, 14.89265187, 14.59089372, 14.83940043, 14.37788798, 14.43113941, 14.59089372, 14.48439085, 14.32463654, 13.66786882, 12.74484391, 11.30705511, 12.69159247, 13.29510876, 12.8335963, 12.17682858, 12.12357715, 11.76856757, 11.66206469, 12.28333146, 13.3483602, 13.2596078, 13.72112025],
[44.90871183, 44.19869267, 46.15124536, 44.19869267, 44.90871183, 43.84368309, 43.84368309, 43.84368309, 41.53612082, 40.1160825, 38.3410346, 42.60114956, 44.37619746, 41.53612082, 39.22855855, 37.63101544, 37.80852023, 37.80852023, 36.29972952, 35.05719599, 38.78479658, 38.3410346, 39.31731095, 41.35861603, 40.64859687, 40.47109208, 38.96230137, 41.44736843, 44.10994027, 42.24613998, 40.73734927, 38.3410346, 36.5659867, 36.5659867, 35.05719599, 35.50095797, 35.76721515, 35.05719599, 34.9684436, 31.50710019, 28.13450919, 25.47193734, 27.06948045, 27.24698524, 27.24698524, 25.29443255, 24.58441339, 24.58441339, 24.495661, 24.67316579, 26.89197566, 27.51324242, 27.60199482],
[20.59055562, 19.52552688, 20.05804125, 18.81550772, 19.34802209, 18.81550772, 19.1705173, 18.99301251, 17.92798377, 18.10548856, 17.57297419, 19.52552688, 19.88053646, 18.99301251, 18.28299335, 17.75047898, 17.21796461, 16.50794545, 15.92217965, 15.38966528, 16.27718923, 17.16471318, 17.4842218, 17.53747324, 17.16471318, 16.86295503, 15.92217965, 16.54344641, 18.46049814, 18.10548856, 18.46049814, 17.60847515, 17.21796461, 17.66172659, 16.95170743, 16.77420264, 16.77420264, 16.68545024, 16.06418348, 14.11163079, 13.04660205, 11.80406852, 13.04660205, 12.69159247, 12.42533529, 11.89282092, 11.62656373, 11.62656373, 11.98157331, 11.98157331, 12.60284008, 12.60284008, 12.60284008],
[7.27769638, 7.40194974, 7.89896315, 7.72145836, 7.66820692, 7.66820692, 7.72145836, 7.77470979, 8.0232165, 8.28947369, 7.98771554, 8.25397273, 8.21847177, 8.25397273, 8.16522033, 8.0232165, 8.07646794, 7.98771554, 7.98771554, 7.89896315, 8.07646794, 8.07646794, 8.34272512, 8.21847177, 8.3604756, 8.16522033, 8.34272512, 7.98771554, 8.52022991, 8.48472895, 8.20072129, 8.449228, 8.34272512, 8.52022991, 8.52022991, 8.60898231, 8.52022991, 8.34272512, 8.52022991, 8.43147752, 7.93446411, 7.72145836, 8.07646794, 7.98771554, 8.0232165, 8.16522033, 7.77470979, 7.81021075, 7.63270596, 7.72145836, 7.54395357, 7.33094782, 7.72145836],
[6.21266764, 6.21266764, 5.76890567, 5.85765806, 5.62690184, 5.76890567, 6.07066381, 6.07066381, 6.44342387, 6.15941621, 6.07066381, 7.0114392, 7.36644878, 7.22444495, 7.33094782, 6.95818776, 7.0114392, 7.10019159, 7.36644878, 7.63270596, 7.79246027, 7.65045644, 8.07646794, 8.91074045, 8.67998422, 8.83973853, 8.96399189, 9.40775386, 9.7982644, 10.15327398, 9.99351967, 10.02902063, 9.49650626, 9.76276344, 9.40775386, 9.14149668, 9.58525865, 10.02902063, 10.65028739, 9.94026823, 9.31900147, 8.60898231, 9.14149668, 9.67401105, 10.02902063, 9.58525865, 8.34272512, 8.43147752, 8.25397273, 8.60898231, 9.23024907, 9.05274428, 9.14149668],
