52
[[517.33, 535.64, 538.7, 540.73, 563.62, 556.5, 574.81, 557.52, 552.94, 583.97, 522.42, 527.51, 557.52, 546.33, 566.17, 555.48, 524.96, 561.59, 502.58, 512.24, 536.15, 538.19, 529.54, 573.8, 549.38, 550.91, 547.34, 517.84, 492.41, 489.35, 510.72, 568.71, 586.51, 563.62, 563.11, 552.43, 532.08, 542.26, 548.36, 579.9, 591.09, 610.42, 603.81, 642.98, 625.68, 619.58, 657.73, 651.12, 654.17, 612.46, 630.77, 624.66, 636.87],
[1788.92, 1794.28, 1782.58, 1826.96, 1895.24, 1879.14, 1832.32, 1789.4, 1865.49, 1893.78, 1826.47, 1937.18, 1981.56, 2105.44, 2049.84, 1990.34, 1953.28, 1915.72, 1843.54, 1898.65, 1898.16, 1885.97, 1825.01, 1930.35, 1966.93, 2031.31, 2053.26, 1977.17, 1866.95, 1848.42, 1759.66, 1718.69, 1738.2, 1902.07, 1927.43, 1934.25, 2006.44, 2063.01, 2170.31, 2075.69, 2240.54, 2352.71, 2619, 2395.63, 2497.07, 2609.25, 2626.8, 2628.75, 2536.09, 2413.19, 2521.46, 2694.11, 2653.14],
[651.5, 636.5, 667.5, 722, 747.5, 732.5, 734, 669, 700, 705.5, 659.5, 631.5, 669.5, 701, 694.5, 689, 682, 746, 722.5, 722.5, 748, 749.5, 750.5, 769, 818.5, 800, 819, 883, 825, 859, 825, 772, 774, 823, 885, 890, 856.5, 852, 888, 852, 900, 945, 979, 1023, 1016, 1106, 1060, 1058, 1100, 1165, 1178, 1220, 1280],
[509.5, 536.5, 512, 516.5, 530.5, 531, 528, 525.5, 540, 590, 537.5, 553.5, 579.5, 585, 584.5, 577.5, 560.5, 573.5, 571.5, 563.5, 554.5, 571, 563, 573.5, 582, 571.5, 599.5, 581, 542, 555.5, 517.5, 501, 484, 500, 512.5, 500, 490, 496.5, 511, 480, 465, 464, 485, 522, 540, 556, 564, 573, 595, 582, 579, 623.5, 637],
[331.88, 337.75, 330.87, 324.13, 325.25, 312.87, 313.87, 306.25, 339.5, 345.38, 337.13, 334.13, 336.25, 334, 329.13, 328.5, 338.75, 377.5, 362.25, 360.38, 365, 391.87, 392.38, 419.62, 412.12, 437.88, 431.62, 424.5, 405, 404.25, 421.25, 387.5, 393.25, 408.75, 423.75, 437.75, 421.25, 435, 444.25, 433.5, 396.75, 401, 400, 433.5, 443.75, 477.25, 476.75, 479, 489, 490.75, 495.5, 492, 487.5],
[257.5, 257.12, 279.12, 286.25, 313.25, 311.12, 309.62, 283.75, 302.88, 303.13, 292.25, 298, 307.87, 308.5, 309.75, 305.25, 321.62, 354.5, 345.63, 351.25, 358.13, 365.5, 361.5, 385.87, 416, 420, 404.75, 407, 384, 376.5, 378, 372.5, 358.75, 361.25, 393.25, 428.75, 400.5, 401.75, 413.25, 400.75, 435.75, 419.5, 471.5, 481.25, 482.75, 469, 457.5, 452.25, 449.25, 446.25, 445.25, 460.5, 456.25],
[124.07, 122.73, 120.72, 121.39, 120.72, 131.76, 134.1, 137.11, 140.12, 145.47, 146.14, 147.81, 155.5, 152.16, 168.21, 169.21, 160.52, 167.88, 168.88, 176.24, 176.9, 182.25, 180.58, 174.9, 177.57, 178.91, 172.89, 182.59, 174.56, 178.77, 174.77, 178.1, 181.77, 188.78, 193.78, 191.45, 184.11, 187.44, 193.45, 200.78, 216.13, 213.46, 216.46, 209.79, 207.45, 212.12, 207.95, 204.29, 197.12, 209.12, 206.79, 205.79, 199.95],
[907.5, 906, 915.5, 949.5, 975, 994, 990.5, 1024.5, 1027.5, 1075, 1047.5, 1045, 1053.5, 1042.5, 1061, 1090.5, 1108, 1170, 1097, 1107.5, 1064.5, 1055, 1060.5, 1136.5, 1120.5, 1115, 1137.5, 1105, 1032, 1025, 974, 965, 937, 940, 998, 961, 965, 1020, 1015, 900, 885, 867, 928, 971, 936, 918, 998, 977, 962, 1008, 982, 900, 940],
[685, 692.5, 694, 705.5, 724.5, 707.5, 713, 694, 708.5, 745, 692, 703.5, 750.5, 787.5, 825, 781, 771, 792.5, 791.5, 796.5, 800, 816.5, 819.5, 845.5, 873.5, 902.5, 932, 882, 845, 867, 854, 879.5, 866, 898, 903.5, 880, 866, 878, 899.5, 905, 828, 830.5, 869, 905, 912.5, 900, 917, 899, 898.5, 905.5, 963, 984, 963],
[343.25, 345.75, 353, 351.75, 369.75, 359.5, 367.75, 363, 375.75, 379.75, 352.75, 373.25, 393.75, 394.75, 404.25, 407, 411, 444.75, 418.75, 438.25, 438.75, 457.75, 434.75, 458.25, 478.25, 469.5, 461.25, 460.75, 434.25, 446.75, 414.75, 437, 433, 405, 431.25, 407.25, 399.5, 402.5, 403, 386.25, 403, 376.5, 407.5, 407, 393.5, 402.5, 430.5, 419, 413, 466.75, 438.5, 440.25, 445],
[308, 330, 322, 327, 321.5, 330.5, 343.5, 340, 333.5, 343.5, 330, 324.5, 301, 306, 302, 316, 335.5, 368, 345.5, 343.5, 347, 358.5, 359.5, 348.5, 341.5, 361.5, 355.5, 345, 332.5, 326, 326.5, 327.5, 327, 340, 328, 334, 335.5, 337.5, 338.5, 322, 316.5, 298.25, 299, 297, 303, 312, 346.5, 343, 357, 400, 382, 390, 382],
[649.5, 681.5, 694, 687.5, 706.5, 736, 725.5, 691, 732, 729, 702.5, 684.5, 679, 687.5, 662.5, 643, 610, 642.5, 612.5, 657.5, 651, 645, 686.5, 659, 692.5, 655, 652.5, 616, 615, 588.5, 590, 567, 548, 559, 560, 572, 556, 558.5, 590, 569, 527.5, 519, 523, 560, 559, 563.5, 555, 604, 596, 599, 610, 623, 614.5],
[298.31, 308.25, 302.11, 305.04, 312.06, 329.6, 332.82, 318.2, 323.17, 342.76, 331.94, 314.4, 321.71, 318.78, 302.7, 312.06, 293.63, 292.46, 300.36, 300.65, 303.28, 309.13, 303.57, 310.3, 309.13, 324.05, 356.22, 344.52, 315.86, 310.89, 315.27, 319.37, 312.35, 320.24, 322.88, 320.54, 316.15, 324.05, 333.41, 329.31, 339.25, 333.41, 332.24, 342.76, 332.82, 339.84, 372.3, 382.54, 370.26, 363.82, 357.09, 325.8, 327.56],
[585.5, 579.5, 577, 567, 576.5, 574, 585, 564.5, 597.5, 588, 486.5, 440, 439.5, 455, 427, 448, 460.5, 482.5, 442, 441, 449.5, 470, 457.5, 482.5, 464.5, 465.5, 445.5, 460, 416, 424.25, 423, 424, 433.5, 447, 463, 436, 445, 448, 458.5, 432, 378.5, 375, 342, 372, 365, 367, 414.5, 436, 441, 447.5, 448, 445, 432],
[307.12, 316.58, 314.48, 320.44, 316.93, 315.88, 315.88, 307.47, 329.9, 321.14, 313.08, 312.73, 344.63, 320.09, 291.34, 295.55, 297.3, 271.71, 267.5, 305.71, 282.93, 287.48, 275.21, 288.18, 289.24, 321.49, 313.43, 330.96, 325.7, 319.39, 326.05, 322.89, 316.93, 326.4, 332.01, 334.46, 329.55, 332.71, 342.88, 351.64, 379.51, 404.58, 416.85, 396.17, 404.58, 420.71, 437.53, 412.99, 428.77, 477.5, 457.17, 467.69, 462.78],
[483, 477.5, 479, 470.5, 516.5, 501.5, 491.5, 499, 561.5, 561.5, 559, 552.5, 563, 585.5, 599.5, 607.5, 595, 590.5, 558.5, 561.5, 539.5, 555, 522.5, 534.5, 525, 564, 565, 533, 473, 481.5, 481.5, 519, 527, 532.5, 542.5, 537, 527, 539, 555, 487, 501, 564, 619, 632, 625, 670.5, 665, 658, 710, 734, 745, 734, 738],
[266.5, 258.25, 259, 257, 276, 266.25, 276.75, 270.75, 266.5, 268.25, 260.75, 267.75, 281.75, 288.25, 292.5, 290, 292.5, 310.75, 301, 291.25, 287.5, 299.75, 284.75, 281.5, 290.25, 300, 310.5, 312.5, 302.5, 295.5, 294.75, 306.5, 309.5, 315, 313.5, 315, 309.5, 303.5, 307.5, 319.5, 352.5, 351.5, 368, 359, 362.5, 378.25, 388, 400, 416.5, 416, 395.5, 429.5, 440],
[497.3, 518, 517.49, 512.44, 608.37, 565.45, 598.77, 574.54, 583.63, 585.65, 595.74, 593.73, 615.43, 619.98, 613.42, 608.87, 590.7, 588.17, 583.12, 574.04, 553.84, 560.91, 561.92, 589.69, 579.08, 587.67, 611.4, 637.14, 574.54, 552.83, 549.8, 577.57, 568.48, 551.82, 590.7, 591.71, 575.55, 567.47, 567.47, 575.55, 568.48, 547.28, 552, 565, 590, 602.5, 636, 663, 668, 712.5, 695, 762, 739.5],
[128.95, 128.95, 125.06, 130.83, 131.84, 124.44, 119.67, 117.29, 123.31, 130.71, 124.94, 117.16, 124.31, 140.49, 136.73, 142.12, 151.66, 152.54, 152.91, 166.59, 166.21, 160.19, 158.43, 156.68, 159.94, 166.08, 174.49, 174.11, 173.11, 175.62, 177.62, 170.6, 169.85, 169.35, 165.21, 154.04, 150.53, 153.04, 151.16, 147.02, 123.94, 125.19, 123.43, 127.82, 134.72, 137.98, 135.73, 128.45, 118.54, 127.7, 133.72, 135.48, 133.03],
[1099, 1150.5, 1158.5, 1193.5, 1211.5, 1251.5, 1191.5, 1213, 1233.5, 1271, 1246, 1240, 1328.5, 1376.5, 1320, 1345.5, 1301, 1288, 1195.5, 1228.5, 1255.5, 1318, 1276.5, 1363, 1365, 1406, 1370, 1308, 1210, 1280, 1274, 1257, 1346, 1340, 1435, 1422, 1416, 1449, 1510, 1496, 1639, 1540, 1983, 1894, 1939, 1904, 1654, 1672, 1657, 1603, 1556, 1770, 1755],
[638.09, 646.65, 647.15, 668.81, 674.35, 665.28, 654.71, 647.66, 648.16, 688.45, 651.69, 612.4, 603.84, 621.47, 611.9, 599.81, 621.97, 642.12, 639.1, 643.63, 632.05, 667.8, 658.74, 677.37, 697.52, 709.6, 723.2, 726.22, 706.08, 725.22, 692.98, 705.57, 711.11, 720.18, 735.29, 752.41, 727.23, 748.38, 777.59, 758.45, 748.38, 749.39, 738.31, 763.49, 752.91, 766.01, 791.19, 802.77, 780.11, 781.12, 747.37, 776.58, 800.76],
[297.5, 299.5, 296, 311, 329.5, 324.5, 321, 307, 314, 326.5, 307, 298.5, 291, 286, 290.5, 300.5, 310, 331, 305, 303.5, 306, 317, 308.5, 304.5, 295.5, 302, 309, 301, 316.5, 306.5, 298.5, 291, 290.5, 302, 296, 288.5, 272.5, 270.5, 278.5, 272, 254.5, 260, 278.5, 285, 287, 289.5, 310, 338, 365, 362, 363, 351, 351],
[232, 236, 231, 234, 254, 244.5, 246.5, 239, 248.5, 249, 238, 235, 243, 248.5, 258.5, 253, 250, 248.5, 253.5, 260, 263, 256.5, 259, 262.5, 276.5, 283.5, 295, 300, 275, 266, 271.5, 272, 286, 274.75, 285, 279, 269, 267, 274, 275, 298.75, 285, 290, 284.5, 284.5, 289.25, 307.5, 317, 321, 336, 331, 330, 318.5],
