31
104
9.61538461538462E-03
[[+5.703422E-02, +8.992806E-03, -8.021390E-02, +9.689922E-03, -2.879079E-02, +9.881422E-03, -3.718200E-02, +5.894309E-02, +9.596930E-03, +1.711027E-01, +0.000000E-00, +0.000000E-00, +4.058442E-02, +6.084243E-02, -5.147059E-02, -6.201550E-03, +1.404056E-02, -3.692308E-02, -1.597444E-02, +8.116884E-03, -6.441224E-02, -2.581756E-02, +0.000000E-00, +2.650177E-02, -7.745267E-02, +1.865672E-02, +9.157510E-03, -1.814882E-02, +1.201479E-01, +1.650165E-02, -4.058442E-02, +8.460236E-03, +6.711409E-02, +7.861636E-03, -3.900156E-02, +4.058442E-02, +6.864275E-02, -1.007299E-01, +3.246753E-02, -1.729560E-01, -5.513308E-02, +8.048290E-03, +6.986028E-02, +1.865672E-02, +3.663004E-02, +6.183746E-02, +3.327787E-02, -8.051530E-02, +2.626970E-02, +0.000000E-00, +1.706485E-02, +5.872483E-02, +2.218700E-02, -3.720930E-02, +0.000000E-00, +6.280193E-02, +1.515152E-02, -4.328358E-02, +4.524181E-02, +0.000000E-00, +5.223881E-02, +4.964539E-02, -2.702703E-02, -1.388889E-02, +3.521127E-02, -3.401361E-02, +4.225352E-02, -1.351351E-02, +0.000000E-00, +0.000000E-00, -1.369863E-02, -4.861111E-02, -5.839416E-02, +3.875969E-02, +4.477612E-02, -4.285714E-02, -2.238806E-02, +9.160305E-02, +0.000000E-00, +6.993007E-03, +6.944444E-03, +6.896552E-02, -6.451613E-03, +2.467532E-02, +8.871990E-02, +5.820722E-02, +1.364136E-01, -9.680542E-02, +9.646302E-02, +0.000000E-00, -2.932551E-02, -5.035246E-03, +1.052632E-01, -1.739927E-02, +1.379310E-01, +2.121212E-01, -1.945946E-01, -2.516779E-02, +1.110155E-01, +3.098373E-02, +7.438017E-02, -3.496503E-02, -7.173913E-02, -3.122561E-02],
[-1.358025E-02, +2.878598E-02, +7.907543E-02, +3.494927E-02, -4.139434E-02, +7.954546E-03, +7.891770E-02, +1.170324E-01, -1.122544E-02, +7.568591E-03, +3.755868E-03, +6.080449E-02, +9.700176E-02, +8.038585E-03, -1.515152E-02, +1.538462E-02, +9.250399E-02, +7.007299E-02, -1.296044E-02, +2.626123E-02, -8.417508E-02, +1.397059E-02, -2.102973E-02, +1.481481E-02, -4.233577E-02, -7.621951E-03, +2.995392E-02, -2.162565E-02, +6.859756E-03, +7.570023E-03, -7.513148E-03, +2.195307E-02, +5.037037E-02, +2.045134E-02, -4.008293E-02, +7.199424E-03, +0.000000E-00, -8.291637E-02, +6.001559E-02, -1.544118E-01, +1.478261E-02, +5.826907E-02, +3.076923E-02, +3.063629E-02, +2.896341E-02, +2.148148E-02, -2.102973E-02, +2.148148E-02, +7.251632E-03, +3.311735E-02, -7.665505E-03, +3.230337E-02, +4.693878E-02, -4.483431E-02, -2.380952E-02, +2.439024E-02, +0.000000E-00, -8.163265E-03, +7.956104E-02, +1.461245E-02, +3.631810E-02, -6.646526E-03, +0.000000E-00, +6.690998E-03, +7.009063E-02, -1.976285E-02, +1.324885E-02, -1.307561E-02, -3.341014E-02, +2.085816E-02, -2.043199E-02, -1.370679E-02, -2.114804E-02, -3.518519E-02, +1.471529E-02, -1.450189E-02, +1.471529E-02, -4.413619E-02, -7.255937E-03, +0.000000E-00, -1.594684E-02, +2.363268E-02, -7.255937E-03, +6.112957E-02, +5.072010E-02, -1.370679E-02, +6.283988E-02, -3.297328E-02, +6.819518E-02, +6.604293E-03, +5.030071E-02, +6.038522E-02, +7.952872E-02, +4.729422E-02, +1.519757E-02, +4.961506E-02, +4.686227E-02, +2.724796E-02, -3.524062E-02, -2.710134E-02, +4.683084E-02, -2.699576E-02, -6.539834E-02, -1.594572E-01],
[+4.819277E-03, +5.035971E-02, -1.826484E-02, -1.860465E-02, +7.109005E-03, +1.647059E-02, +4.629630E-02, +7.964602E-02, +8.606557E-02, -1.886792E-02, +6.730769E-02, -9.009010E-03, +1.818182E-02, -2.678571E-02, +0.000000E-00, -3.669725E-02, +6.666667E-02, -8.928571E-03, -2.702703E-02, +1.851852E-02, -4.545454E-02, +0.000000E-00, +1.904762E-02, +0.000000E-00, -8.785047E-02, +4.508197E-02, +0.000000E-00, +0.000000E-00, +1.960784E-02, -4.423077E-02, -4.024144E-03, -1.414141E-02, +1.434426E-02, +7.070707E-02, -4.716981E-02, -2.574257E-02, +6.097561E-03, -9.090909E-02, +4.444444E-02, -1.276596E-01, -1.219512E-02, +1.234568E-02, +5.365854E-02, +0.000000E-00, +1.851852E-02, +6.818182E-02, +4.255319E-03, -5.296610E-02, -1.565996E-02, +2.272727E-02, +8.444444E-02, +3.483607E-02, +9.900990E-03, -8.823529E-02, +2.580645E-02, +2.725367E-02, +0.000000E-00, -6.122449E-02, +6.956522E-02, +1.626016E-02, +3.000000E-02, -3.495146E-02, +3.621730E-02, +0.000000E-00, +2.912621E-02, -6.226415E-02, +1.609658E-02, -3.960396E-02, -3.092784E-02, -6.382978E-03, -3.640257E-02, -3.333333E-02, +1.149425E-02, +4.545455E-02, +5.434783E-02, -3.092784E-02, +4.255319E-03, +3.389830E-02, +3.483607E-02, +4.950495E-02, -4.716981E-02, +6.930693E-02, +1.203704E-01, +7.438017E-02, +3.076923E-02, -2.238806E-02, +1.832061E-01, -1.935484E-02, +1.842105E-01, -7.222222E-02, +5.389222E-02, -1.704545E-02, +2.890173E-02, -2.808989E-02, +0.000000E-00, +1.676301E-01, -9.405941E-02, -6.010929E-02, +8.720930E-02, -5.347594E-02, +0.000000E-00, -5.649718E-02, -6.586826E-02, -5.769231E-02],
[-7.228916E-02, +5.194805E-02, +0.000000E-00, -3.086420E-02, -4.458599E-02, +1.333333E-02, +1.973684E-02, +5.806452E-02, +6.097561E-02, +4.597701E-02, -3.296703E-02, +5.681818E-03, +1.242938E-01, -2.512563E-02, -5.154639E-02, -3.260870E-02, +3.932584E-02, -3.243243E-02, -2.793296E-02, +5.747126E-03, -8.571429E-02, +1.875000E-02, -2.453988E-02, -6.289308E-03, -3.164557E-02, +1.960784E-02, +6.410256E-03, -3.821656E-02, +3.973510E-02, -1.910828E-02, -3.246753E-02, +0.000000E-00, +4.026846E-02, +1.354839E-01, -5.681818E-02, -3.012048E-02, +4.347826E-02, -6.547619E-02, +3.184713E-02, -1.172840E-01, -6.993007E-03, -1.408451E-02, +8.571429E-02, -6.578947E-03, +0.000000E-00, +9.271523E-02, +1.818182E-02, -2.976190E-02, -1.840491E-02, +1.875000E-02, +6.748466E-02, +1.724138E-02, +1.694915E-02, -9.444444E-02, -6.134969E-03, +4.938272E-02, +1.176471E-02, -2.325581E-02, +4.761905E-02, +5.113636E-02, +7.567568E-02, +2.512563E-02, -1.960784E-02, +4.000000E-02, +7.211538E-02, -6.278027E-02, +5.263158E-02, -3.636364E-02, -4.245283E-02, +5.911330E-02, -2.790698E-02, -3.349282E-02, -3.465347E-02, +7.692308E-02, +4.761905E-02, +1.818182E-02, +2.678571E-02, -1.304348E-02, +6.167401E-02, +2.904564E-02, -6.854839E-02, +1.298701E-02, +1.282051E-02, +4.641350E-02, +8.870968E-02, +3.703704E-03, +7.380074E-02, -5.498282E-02, +8.727273E-02, +3.678930E-02, +4.032258E-02, -3.100775E-02, +1.840000E-01, +2.702703E-02, +0.000000E-00, +1.315789E-02, -8.441558E-02, -1.418440E-02, +1.366906E-01, +1.898734E-02, +4.347826E-02, -7.738095E-02, -6.451613E-02, -7.586207E-02],
[-1.916933E-02, +6.514658E-02, -5.198777E-02, +0.000000E-00, -9.677418E-03, -2.280130E-02, +0.000000E-00, +5.666667E-02, +1.577287E-02, +7.142857E-02, +3.478261E-02, +7.002801E-02, +9.947644E-02, -1.666667E-02, -1.452784E-02, +7.371006E-03, +3.658537E-02, -2.352941E-02, -1.204819E-02, -1.219512E-02, -6.172840E-02, -7.894736E-03, +0.000000E-00, +7.957559E-03, -6.052631E-02, -1.400560E-02, -5.681819E-03, -2.857143E-02, +1.470588E-02, +0.000000E-00, -5.217391E-02, +4.587156E-02, +1.023392E-01, +3.978780E-02, +0.000000E-00, +1.275510E-02, -1.259446E-02, -6.377551E-02, +4.087193E-02, -1.623037E-01, +4.687500E-02, -1.492537E-02, +6.060606E-03, +2.409639E-02, -5.882352E-03, +3.550296E-02, +3.714286E-02, -6.336088E-02, +3.529412E-02, +1.420455E-02, +6.442577E-02, +7.105263E-02, -1.228501E-02, -2.985075E-02, -5.128205E-02, +2.702703E-02, -3.421053E-02, +4.904632E-02, +2.597403E-02, -1.772152E-02, +0.000000E-00, +0.000000E-00, +4.381443E-02, +1.283951E-01, +3.938731E-02, -2.105263E-02, -5.376344E-02, -1.136364E-02, -2.298851E-02, -7.058824E-03, -2.843602E-02, -5.365854E-02, +0.000000E-00, +1.804124E-02, +0.000000E-00, +1.265823E-02, +5.000000E-03, +7.462687E-03, -7.407408E-03, -4.975125E-03, -7.499999E-03, +0.000000E-00, +4.030227E-02, +4.842615E-03, +1.493976E-01, +1.111111E-01, +3.773585E-02, -5.454545E-02, +2.596154E-01, -1.526718E-02, +0.000000E-00, +3.100775E-02, +9.022556E-02, -6.896551E-03, +2.777778E-02, +1.891892E-01, -7.386364E-02, -7.361963E-02, +9.271523E-02, +0.000000E-00, +6.666667E-02, -5.113636E-02, -7.784431E-02, -1.038961E-01],
[-6.224067E-03, +2.713988E-02, +1.422764E-02, +4.008016E-02, -5.780346E-03, -1.162791E-02, -3.137255E-02, +9.109312E-02, +1.484230E-02, +7.312615E-03, -3.085299E-02, +5.430712E-02, -2.131439E-02, +0.000000E-00, -3.811252E-02, +0.000000E-00, +3.207547E-02, -1.462523E-02, -9.276437E-03, +3.183521E-02, -4.537205E-02, +5.513308E-02, -2.162162E-02, -2.394107E-02, -7.547169E-03, +7.604562E-03, +3.207547E-02, -3.107861E-02, +2.452830E-02, -7.366483E-03, -2.411874E-02, -1.520913E-02, +1.254826E-01, +4.802744E-02, +3.273322E-02, +5.705230E-02, -5.997001E-03, -7.843137E-02, +3.273322E-02, -1.014263E-01, +2.116402E-02, +2.072539E-02, +4.060914E-02, +2.601626E-02, +6.339144E-03, -1.259843E-02, +3.827751E-02, -4.301075E-02, -2.568218E-02, +5.271829E-02, +1.877934E-02, +6.144393E-02, -1.157742E-02, -3.513909E-02, -1.820941E-02, +2.472952E-02, +0.000000E-00, +2.413273E-02, +4.712813E-02, -1.687764E-02, +0.000000E-00, -2.002861E-02, -7.299270E-03, +2.794118E-02, +0.000000E-00, +1.430615E-02, -1.410437E-02, -7.153076E-03, -2.017291E-02, +1.470588E-02, -1.449275E-02, -1.470588E-02, -2.835821E-02, +1.536098E-02, +5.748865E-02, -1.287554E-02, +0.000000E-00, -7.246377E-03, +4.233577E-02, -7.002801E-03, -1.410437E-02, +2.145923E-02, +0.000000E-00, +1.960784E-02, +9.340659E-02, +7.286432E-02, +6.206089E-02, -5.402426E-02, +1.410256E-01, -1.532176E-02, -2.904564E-02, +0.000000E-00, +5.128205E-02, -1.016260E-02, +1.950719E-02, +8.761329E-02, -1.759259E-02, -6.409048E-02, +5.840886E-02, +3.235014E-02, +9.216590E-03, -4.474886E-02, -5.927342E-02, -3.963415E-02],
[+0.000000E-00, +1.081081E-02, +0.000000E-00, +1.069519E-02, -1.587302E-02, -4.301075E-02, +4.494382E-02, +5.376344E-02, +5.102041E-02, +9.708738E-02, +8.849558E-02, +9.756098E-02, +2.222222E-02, +7.246377E-03, -5.035971E-02, -1.515152E-02, +1.076923E-01, -2.777778E-02, +0.000000E-00, -1.428571E-02, -2.898551E-02, -3.731343E-02, -3.100775E-02, +8.000000E-03, -7.936508E-02, +8.620690E-03, +8.547009E-02, -2.362205E-02, +8.064516E-02, +0.000000E-00, +7.462687E-03, -7.407407E-03, +5.970149E-02, +4.225352E-02, +4.054054E-02, -1.948052E-02, +6.622517E-03, -5.921053E-02, -6.993007E-03, -1.267606E-01, +0.000000E-00, -4.032258E-02, +6.722689E-02, -2.362205E-02, -8.064516E-03, +7.317073E-02, +4.545455E-02, -5.797101E-02, +3.076923E-02, +4.477612E-02, +6.428571E-02, +3.355705E-02, +0.000000E-00, -6.493506E-02, -5.555556E-02, +6.617647E-02, +0.000000E-00, -5.517241E-02, +6.569343E-02, +6.849315E-03, -1.360544E-02, +4.137931E-02, +9.271523E-02, -6.060606E-03, +1.829268E-02, -1.796407E-02, +1.829268E-02, +0.000000E-00, -2.994012E-02, +0.000000E-00, +1.234568E-02, -1.829268E-02, -3.726708E-02, +2.580645E-02, +6.289308E-02, -5.325444E-02, +3.750000E-02, -2.409639E-02, +2.469136E-02, +3.012048E-02, -4.093567E-02, +6.097561E-02, +4.022989E-02, +2.209945E-02, +8.648649E-02, +9.950249E-03, +1.034483E-01, +4.464286E-03, +5.777778E-02, -8.823529E-02, -5.069124E-02, +6.310680E-02, +1.643836E-01, +3.137255E-02, +6.463878E-02, +9.821429E-02, -1.317073E-01, -4.868914E-02, +8.661417E-02, +1.449275E-02, +1.160714E-01, -6.880000E-02, -5.498282E-02, -8.000000E-02],
[-6.773619E-02, -4.588910E-02, -1.002004E-02, +1.214575E-02, -2.000000E-02, -3.061224E-02, +2.736842E-02, +5.532787E-02, +0.000000E-00, +5.825243E-02, -9.174312E-03, +1.018519E-01, +6.722689E-02, -3.149606E-02, -1.626016E-02, -2.479339E-02, +5.084746E-02, -3.225806E-02, +1.666667E-02, -1.639344E-02, -5.833333E-02, +3.539823E-02, +2.564103E-02, -2.500000E-02, -3.418803E-02, +8.849557E-03, +0.000000E-00, +8.771930E-03, +5.217391E-02, +3.305785E-02, +8.000000E-03, +6.349206E-02, +5.223881E-02, +4.964539E-02, -6.756757E-03, -1.360544E-02, +1.379310E-02, -1.088435E-01, +4.580153E-02, -8.759124E-02, -7.200000E-02, -8.620689E-03, +5.217391E-02, +2.479339E-02, +1.612903E-02, +1.031746E-01, -2.877698E-02, -5.185185E-02, +0.000000E-00, +4.687500E-02, +5.970149E-02, +1.056338E-01, -5.095541E-02, -6.711409E-02, +3.597122E-02, +3.472222E-02, -6.711409E-03, -2.027027E-02, +6.206897E-02, -3.896104E-02, +5.405405E-02, -3.846154E-02, +4.000000E-02, +1.282051E-02, +5.696203E-02, -2.395210E-02, -6.134969E-03, -1.234568E-02, -5.625000E-02, +0.000000E-00, -2.649007E-02, -2.040816E-02, +2.083333E-02, +2.721088E-02, +5.960265E-02, -3.125000E-02, -1.290323E-02, +3.921569E-02, +5.031447E-02, +1.796407E-02, -4.705882E-02, +4.938272E-02, +2.352941E-02, +2.298851E-02, +3.370787E-02, +1.630435E-02, +6.951872E-02, -1.500000E-02, +2.538071E-02, -3.465347E-02, +2.051282E-02, +5.025125E-03, +6.000000E-02, +5.660377E-02, +6.250000E-02, +7.563025E-02, -7.031250E-02, +1.680672E-02, +4.958678E-02, -7.874016E-03, +6.349206E-02, -4.477612E-02, -3.906250E-02, -5.691057E-02],
[+6.666667E-02, +4.261364E-02, -3.269755E-02, +0.000000E-00, +1.408451E-02, -2.777778E-02, +2.857143E-02, +0.000000E-00, +4.722222E-02, +7.957559E-03, +4.473684E-02, +1.259446E-02, -1.243781E-02, +2.518892E-02, -6.142506E-02, +7.853404E-03, +7.792208E-02, +3.614458E-02, -4.651163E-02, +3.658537E-02, -2.352941E-02, -1.204819E-02, +2.439024E-02, +1.666667E-02, -4.683841E-02, -1.719902E-02, -1.250000E-02, -1.265823E-02, +3.076923E-02, +3.233831E-02, +1.204819E-02, -4.761905E-02, +3.750000E-02, +0.000000E-00, -4.819277E-03, +0.000000E-00, +4.842615E-03, +4.819277E-03, -2.398082E-02, -1.719902E-02, -5.000000E-02, +1.315790E-02, +3.896104E-02, -3.000000E-02, +3.092783E-02, +5.000000E-03, +1.990050E-02, -1.951219E-02, +1.243781E-02, +1.474201E-02, +9.685231E-03, -4.796163E-02, +7.052897E-02, -3.529412E-02, -3.170732E-02, +0.000000E-00, +4.030227E-02, -3.874092E-02, +7.556674E-03, +2.500000E-02, -1.951219E-02, -4.975125E-03, +3.250000E-02, +6.537530E-02, +2.272727E-02, -1.111111E-02, +1.123595E-02, +3.777778E-02, -2.569593E-02, +3.296703E-02, +4.255319E-03, +1.694915E-02, -1.666667E-02, +1.059322E-02, +3.773585E-02, +2.020202E-02, -9.900991E-03, -4.000000E-02, +1.145833E-01, +0.000000E-00, -1.271028E-01, -1.498929E-02, +5.434783E-02, -3.711340E-02, -6.209850E-02, +7.305936E-02, -1.063830E-02, +0.000000E-00, +0.000000E-00, -4.946237E-02, -2.262443E-02, +2.314815E-02, +7.466063E-02, -7.789474E-02, +2.739726E-02, +4.444444E-02, +2.127660E-02, -3.125000E-02, +1.505376E-02, -2.542373E-02, +2.608696E-02, -5.296610E-02, -1.565996E-02, -6.818182E-02],
[+9.900991E-03, +3.921568E-02, +1.037736E-01, -5.128205E-02, -3.603604E-02, -9.345795E-03, -1.886793E-02, -9.615380E-03, +2.427184E-01, -3.125000E-02, +1.612903E-02, +3.174603E-02, +1.692308E-01, +6.578944E-03, -8.496732E-02, -4.285715E-02, +5.223881E-02, -2.127660E-02, -2.173913E-02, +4.444445E-02, -7.801418E-02, -3.076923E-02, -1.587302E-02, +3.225807E-02, -7.812500E-02, +8.474576E-02, -1.562500E-02, -4.761905E-02, +2.500000E-02, -8.130077E-03, -2.459017E-02, -8.403362E-03, +8.474577E-03, +1.260504E-01, -7.462687E-02, +3.225807E-02, +0.000000E-00, -8.593750E-02, +4.273505E-02, -1.393443E-01, +0.000000E-00, +9.523810E-03, +9.433963E-03, +1.869159E-02, +5.504587E-02, +3.478261E-02, +5.042017E-02, -4.800000E-02, +4.201680E-02, +1.612903E-02, +2.380953E-02, +6.976744E-02, +2.028986E-01, -4.819277E-02, -6.329114E-03, +1.273885E-01, +2.259887E-02, +1.657458E-02, +8.152174E-02, -4.522613E-02, +5.263158E-02, +8.500000E-02, +4.608295E-02, -4.405286E-02, -9.216590E-03, -9.302326E-03, -1.408451E-02, -2.380953E-02, -4.878049E-02, +5.128205E-02, +0.000000E-00, +9.756098E-03, -9.661836E-03, +1.219512E-01, +4.347826E-02, +8.333331E-03, +2.066116E-02, +1.214575E-02, +4.000000E-02, -3.076923E-02, -3.968254E-02, +0.000000E-00, +6.198347E-02, +0.000000E-00, +1.361868E-01, +2.739726E-02, +5.666667E-02, +2.523659E-02, +2.215385E-01, -3.022670E-02, +3.116883E-02, -5.037783E-02, +8.753316E-02, +6.829268E-02, -1.826484E-02, -1.860465E-02, +4.739336E-02, -1.018100E-01, +8.816121E-02, -9.259259E-02, +1.275510E-02, -8.060453E-02, -4.931507E-02, +8.645532E-03],
