2149
104
9.61538461538462E-03
[[+8.139535E-02, -1.397849E-01, +6.250000E-02, -4.705882E-02, +2.222222E-01, +1.010101E-02, -1.100000E-01, -1.402247E-01, +3.852588E-01, -9.433962E-03, -4.761905E-02, +0.000000E-00, -7.000000E-02, -4.301075E-02, +1.348315E-01, -3.960396E-02, -4.123711E-02, -5.376344E-02, -9.090909E-02, -1.250000E-02, -3.139241E-02, -1.829587E-01, -6.397953E-02, -2.597403E-02, -7.017544E-02, +3.683019E-01, -3.474903E-02, +2.857143E-02, +0.000000E-00, +0.000000E-00, -2.777778E-02, +3.600000E-02, +2.040816E-02, +1.081081E-01, +5.170732E-02, +1.015770E-01, +6.315789E-02, -3.960396E-02, -7.711340E-02, +1.787310E-01, -9.969674E-02, -4.210526E-02, -5.274725E-03, +4.418913E-02, -5.501481E-03, -1.489362E-01, +6.500000E-03, +5.961252E-03, -4.938272E-02, +3.896104E-02, -1.750000E-01, -1.363636E-01, -1.578947E-01, +4.166667E-02, -1.520000E-02, +4.216084E-01, -2.114286E-02, -7.589025E-03, +3.529412E-03, -3.282532E-02, +3.818182E-02, -7.589025E-03, +0.000000E-00, -1.470588E-01, +1.724138E-02, -5.084746E-02, -1.785714E-02, +9.454545E-03, +1.527378E-01, +8.625000E-02, +5.005754E-02, -1.095890E-01, -3.815385E-02, -8.829175E-02, +4.421053E-02, -9.274194E-02, -5.555556E-02, +5.882353E-02, -9.259259E-02, +1.020408E-01, -1.111111E-01, -1.200000E-01, -2.935606E-02, -7.902439E-02, +2.976695E-01, +1.020408E-01, -2.740741E-02, -9.900990E-03, -3.846154E-02, -1.496000E-01, +8.184384E-02, +7.652174E-02, +6.058158E-02, -1.904037E-02, -1.746894E-01, +3.480715E-02, +2.727273E-03, +1.223935E-01, +1.817447E-01, -2.139440E-01, +1.086957E-01, +1.176471E-01, +1.270175E-01, +2.739726E-02],
[+0.000000E-00, +9.909910E-02, -6.557377E-02, -4.824561E-02, -2.764977E-02, -2.369668E-02, +7.766990E-02, -2.252252E-02, +7.373272E-02, +1.673820E-01, +1.323529E-01, -4.545455E-02, -1.700680E-02, -7.612457E-02, -6.367041E-02, +1.120000E-01, +1.402878E-01, +3.470032E-02, -4.268293E-02, -9.554140E-03, -4.501608E-02, +5.723906E-02, -2.547771E-02, -7.516340E-02, +2.120141E-02, +7.612457E-02, +0.000000E-00, +1.929260E-02, +0.000000E-00, +3.470032E-02, +1.189024E-01, -5.449591E-02, +8.069164E-02, -2.133333E-02, -1.634877E-02, +1.662050E-02, -2.997275E-02, -3.370787E-02, +0.000000E-00, +1.744186E-02, -1.714286E-02, +1.744186E-02, -2.285714E-02, +1.286550E-01, +0.000000E-00, -1.036269E-02, +7.591623E-02, -1.216545E-02, -6.157635E-02, -3.674541E-02, -7.356948E-02, -1.176471E-02, -9.821429E-02, +6.270627E-02, +3.416149E-02, -6.606607E-02, +1.446945E-01, -4.775281E-02, +1.474926E-02, -2.325581E-02, -4.166667E-02, +8.695652E-02, +4.857143E-02, -2.452316E-02, +0.000000E-00, +5.586592E-02, +9.523810E-02, -7.246377E-03, -2.676399E-02, +3.250000E-02, -3.147700E-02, +1.400000E-01, +2.850877E-02, +6.609808E-02, +6.000000E-03, -2.783300E-02, +1.022495E-02, +1.821862E-02, +5.964215E-03, -1.185771E-02, -6.600000E-02, -1.284797E-02, +0.000000E-00, -6.507592E-03, -1.746725E-02, +2.444444E-02, +0.000000E-00, +0.000000E-00, -1.084599E-02, -6.578947E-03, -1.037528E-01, +6.650246E-02, -5.080831E-02, -6.812652E-02, -1.018277E-01, +1.744186E-02, +1.714286E-02, +6.179775E-02, -7.407407E-02, -1.714286E-02, +6.686047E-02, +2.997275E-02, +1.164021E-01, -1.184834E-02],
[-6.303580E-02, -1.345533E-02, +8.183306E-02, +0.000000E-00, -2.521432E-02, -7.294361E-02, +9.263393E-02, +3.013279E-02, -5.404065E-02, -6.079665E-02, -1.897321E-02, -5.688282E-02, +7.056695E-02, -4.507042E-03, +0.000000E-00, -5.206565E-02, +3.462687E-02, -1.904212E-02, +1.370588E-01, +2.172788E-02, +8.607595E-03, +4.016064E-03, +2.500000E-02, -3.658537E-02, +4.050633E-03, +5.042864E-02, +0.000000E-00, -3.600576E-02, +2.490040E-02, +8.260447E-03, +3.228916E-02, -2.334267E-02, +0.000000E-00, +3.776291E-02, +4.790419E-02, +5.846154E-02, +3.820598E-02, -3.000000E-02, -2.556701E-02, -2.327550E-02, -1.603120E-02, -1.849406E-02, +9.421265E-03, +1.111111E-02, -3.516484E-03, -2.029113E-02, +5.402972E-03, +3.358710E-02, +3.076256E-02, +8.827238E-03, -1.750000E-02, +7.251908E-02, -1.146698E-02, +2.320000E-02, +3.518374E-03, +1.285547E-02, +1.269231E-02, -1.557159E-02, -1.543210E-03, -1.931994E-03, +3.252033E-02, +5.136858E-02, +4.029957E-02, +4.148097E-02, +3.423305E-02, +9.229790E-03, -1.576790E-02, -2.467158E-02, -3.088042E-02, -2.101695E-02, -2.839335E-02, -1.104775E-02, -2.162162E-03, +1.119538E-02, +2.678571E-02, -3.895652E-02, -5.428882E-02, +4.286261E-02, +4.587156E-02, -2.631579E-02, -3.819820E-02, -2.360435E-02, -1.419800E-02, +1.206695E-02, -3.115385E-02, +1.587932E-01, +1.062008E-02, -1.898305E-02, +2.073255E-03, -8.620690E-02, -7.547170E-02, +2.448980E-03, +1.547231E-02, -2.004812E-02, -4.337152E-02, -3.507271E-02, -3.014184E-02, -8.866545E-02, -1.554664E-02, -5.756495E-02, -4.054054E-02, +2.253521E-01, +6.022989E-02, +1.908066E-02],
[+9.285714E-03, +2.618542E-02, +0.000000E-00, +0.000000E-00, +8.965517E-03, -1.968558E-01, +4.255319E-02, -3.020408E-02, -1.094276E-02, +0.000000E-00, -1.063830E-01, -2.380952E-02, +1.102439E-01, +0.000000E-00, +4.393673E-02, +1.010101E-02, +5.750000E-02, -3.467297E-02, -1.224490E-01, +5.860465E-02, +0.000000E-00, +0.000000E-00, +0.000000E-00, -1.142355E-02, -5.511111E-02, +2.351834E-02, +6.893382E-02, +3.181427E-02, +0.000000E-00, +0.000000E-00, +0.000000E-00, +1.083333E-02, +2.555647E-02, +1.053055E-01, -1.818182E-02, +6.518519E-02, +1.738526E-02, +2.529050E-02, +5.000000E-02, -7.619048E-03, +0.000000E-00, +1.599488E-02, +7.871537E-02, -7.589025E-03, +4.411765E-02, -1.408451E-02, +1.428571E-02, -1.408451E-02, -2.857143E-02, -3.529412E-03, -3.541913E-03, +7.109005E-03, -4.411765E-02, +0.000000E-00, +3.076923E-02, -2.208955E-02, +9.157509E-02, +9.787472E-02, -3.209373E-02, +2.000000E-02, -4.540764E-02, -2.702703E-02, +4.888889E-02, -6.885593E-03, +1.333333E-02, -1.315789E-02, +4.000000E-02, +3.230769E-02, +8.047690E-02, +5.977011E-03, +3.976234E-02, +3.032967E-02, +2.559727E-03, -1.489362E-01, +6.900000E-02, +5.612722E-03, -6.372093E-02, -6.458023E-03, +3.000000E-03, +0.000000E-00, -5.982054E-03, -5.967904E-02, +5.013333E-02, -3.504317E-02, -1.315789E-02, -1.333333E-02, +3.405405E-02, +2.927339E-02, +1.142712E-01, -7.702826E-02, -9.382716E-03, -7.477567E-02, -9.698276E-03, -5.440696E-02, -5.063291E-02, +3.818182E-02, -6.246351E-02, +0.000000E-00, -6.600249E-02, -1.460000E-01, -8.274785E-02, +1.702128E-01, +8.218182E-02, +1.209677E-02],
[-2.280502E-03, +2.628571E-02, +3.489235E-02, -4.483501E-02, -1.877582E-02, -3.138155E-02, +4.227578E-02, -3.790751E-02, +9.850276E-03, +3.901678E-02, +5.632745E-02, -5.581230E-02, +1.882530E-02, +5.099778E-02, +3.516174E-02, -1.698370E-02, +1.727713E-02, +4.076087E-03, -6.089310E-03, +8.509190E-03, -5.703679E-02, -6.800286E-03, +4.972973E-02, +2.780639E-02, +1.870407E-02, +2.655738E-02, +3.609071E-02, -2.311961E-02, -4.102240E-03, -3.802281E-03, +4.357506E-02, -1.310576E-02, +3.551575E-02, -8.350731E-03, -9.022556E-04, -2.649007E-02, -8.658009E-03, +1.372427E-02, -2.676923E-02, -6.955422E-03, -1.305317E-02, -2.806452E-02, +4.015931E-02, -4.881940E-02, +5.870513E-02, +0.000000E-00, +1.489227E-02, +2.341555E-02, -3.050641E-02, -9.439899E-04, -4.125984E-02, +4.730618E-02, -1.568381E-02, +3.664755E-02, +1.260375E-02, +3.582271E-02, -7.327081E-03, -5.314438E-03, -4.274265E-02, +1.550388E-02, +2.473282E-02, +4.290822E-02, +9.714286E-03, +3.678551E-03, -7.893995E-03, +3.978403E-02, +2.323039E-02, -1.869658E-03, -6.689858E-03, +4.552802E-02, -4.895645E-03, -3.469705E-02, +1.931330E-02, -4.210526E-03, -2.219873E-02, -2.378378E-02, -2.242525E-02, +8.496177E-04, +3.820034E-02, +4.170074E-02, -2.537938E-02, -2.335570E-02, +3.078615E-02, +6.506667E-02, +4.056084E-02, -2.887392E-03, +3.305985E-02, +2.779724E-02, +1.431818E-02, -4.077974E-02, -5.092268E-02, +1.845927E-02, +3.769937E-02, +2.468561E-02, -1.150000E-01, +4.340010E-02, +6.153089E-02, +5.634129E-02, -4.653205E-02, -3.752302E-02, +4.783545E-02, +2.442365E-02, +2.495544E-02, -8.043478E-03],
[+1.437025E-02, +1.416667E-02, -6.902219E-02, +1.500441E-02, -1.478261E-02, +7.943513E-03, +7.005254E-03, -2.173913E-02, +1.511111E-02, +2.189142E-02, -1.456727E-02, -1.478261E-02, +1.032657E-01, +0.000000E-00, +1.360000E-02, +2.604578E-02, -1.307692E-02, -3.195635E-02, +6.441224E-03, +5.360000E-02, +0.000000E-00, +0.000000E-00, -6.833713E-03, -6.116208E-03, +1.307692E-02, +4.555809E-03, +2.343159E-02, +8.124077E-03, +7.326007E-03, +1.527273E-02, +0.000000E-00, -5.229226E-02, +6.273621E-02, +2.204836E-02, +0.000000E-00, +0.000000E-00, +0.000000E-00, -4.314544E-02, +3.054545E-02, -5.928017E-02, +0.000000E-00, +2.400600E-02, +2.271062E-02, -1.504298E-02, -3.054545E-02, +1.575394E-02, +3.840473E-02, +7.823613E-03, +2.893437E-02, -3.566529E-02, -3.556188E-03, +3.568879E-03, -1.493599E-02, +2.310469E-02, -1.129146E-02, +1.142041E-02, +2.893437E-02, +0.000000E-00, +7.544582E-03, +1.204901E-01, -3.523694E-02, -1.952141E-02, -3.211304E-03, +2.706186E-02, -2.007528E-02, +0.000000E-00, -9.603073E-03, -4.395604E-02, -7.031778E-02, +4.945455E-02, +1.039501E-02, -6.858711E-03, +2.140884E-02, +1.419878E-02, -3.466667E-02, -3.591160E-02, +1.504298E-02, +2.893437E-02, +0.000000E-00, -2.126200E-02, -2.943238E-02, +2.310469E-02, -1.129146E-02, +3.568879E-03, -2.204836E-02, -3.781818E-02, -8.314437E-03, +1.600610E-02, -7.426857E-02, +8.914100E-03, -2.570281E-02, +2.225886E-02, -2.580645E-02, -6.870861E-02, -1.111111E-01, +2.100000E-02, +9.794319E-03, +1.066925E-02, +4.798464E-03, -1.050621E-02, -4.826255E-03, +4.073715E-02, -1.957130E-02, +9.505703E-03],
[-5.361930E-03, -1.185984E-01, -6.320082E-02, +6.093580E-02, -1.230769E-02, -1.298027E-01, +5.966587E-02, -7.094595E-02, -2.351515E-01, +1.790808E-01, +3.360215E-02, -7.282185E-02, -4.488079E-02, -8.810573E-03, +1.303704E-01, +1.310616E-01, -3.707995E-02, +8.423586E-03, -3.818616E-02, -3.846154E-02, -4.774194E-02, -9.485095E-03, -1.190150E-01, +1.257764E-01, +8.275862E-03, +7.797538E-02, +9.517766E-02, +4.982619E-02, -3.421634E-02, +2.171429E-02, +8.389262E-02, -3.921569E-02, -5.370569E-02, +1.498297E-01, -1.875617E-02, -5.331992E-02, +3.613177E-02, +2.564103E-02, +5.000000E-02, +4.761905E-02, +1.727273E-02, +7.238606E-02, +3.666667E-02, +2.009646E-02, +2.442868E-02, -9.230769E-03, +1.164596E-02, -4.297774E-02, -4.731355E-02, -3.956229E-02, +2.979842E-02, +9.872340E-02, +1.665376E-01, +1.122178E-01, -1.116418E-01, +0.000000E-00, +5.645161E-02, -3.753181E-02, -1.255783E-02, +4.618474E-02, +2.751120E-02, +9.962640E-03, +5.363748E-02, -1.023991E-01, +2.281617E-02, +6.373486E-02, +9.346914E-02, -4.602740E-02, +4.480184E-02, +8.741067E-02, +1.218402E-01, -3.109509E-02, -4.651163E-02, +1.073171E-02, +3.474903E-02, +2.798507E-03, +1.395349E-03, +7.106363E-02, -5.420642E-02, -2.154975E-02, -4.217432E-02, +1.223092E-02, +5.751571E-02, -7.449726E-02, +2.469136E-02, +8.433735E-02, +3.333333E-02, +4.860215E-02, -1.189500E-02, -4.649232E-02, -2.046147E-02, +1.431111E-01, +3.149300E-02, -3.166227E-02, -1.704944E-01, +1.116847E-01, +7.387083E-02, -2.712264E-02, -1.111111E-01, -2.118182E-01, +2.191465E-02, +1.518059E-01, -7.839294E-02, +1.961722E-01],
[-1.823282E-02, -3.571429E-02, -1.777778E-02, -3.770739E-02, +7.836991E-02, -1.090116E-01, +4.078303E-02, -5.015674E-02, +3.135314E-02, -1.920000E-02, -4.078303E-02, +7.312925E-02, -3.961965E-02, +1.155116E-02, -1.027732E-01, +0.000000E-00, +6.909091E-02, -6.462585E-02, -9.090909E-02, +1.260000E-01, +4.440497E-02, -8.503401E-02, -7.063197E-02, -2.400000E-02, -2.663934E-02, +2.378947E-01, +3.061224E-02, -2.970297E-02, -4.251701E-02, +0.000000E-00, +2.770870E-01, -1.126565E-01, +0.000000E-00, +1.567398E-01, +3.387534E-02, +3.276540E-02, +4.314721E-02, +3.406326E-02, -2.941176E-02, +3.030303E-02, +6.588235E-02, -4.083885E-02, -3.567319E-02, +2.983294E-02, +7.879490E-02, -8.055854E-02, +8.177570E-03, +2.746234E-01, +2.272727E-02, -6.666667E-02, +1.238095E-02, -1.298213E-01, -2.054054E-02, -9.933775E-03, -5.908584E-02, +1.421801E-02, -7.009346E-03, -4.352941E-02, +7.380074E-03, +0.000000E-00, +4.151404E-02, -4.689332E-02, -1.599016E-02, +1.625000E-02, -1.599016E-02, -5.500000E-02, -1.190476E-02, -9.236948E-02, -1.769912E-02, +1.501502E-01, +1.174935E-02, -3.225806E-02, -3.333333E-02, -8.275862E-03, +4.311544E-02, +4.000000E-03, -3.984064E-03, +5.866667E-02, +5.541562E-02, -4.534606E-02, -7.000000E-02, +4.166667E-02, -1.548387E-02, -8.256881E-02, -1.714286E-02, -1.017442E-02, +8.370044E-02, +1.626016E-02, -9.200000E-02, -6.314244E-02, -3.918495E-02, -8.156607E-02, +1.101243E-01, -1.600000E-01, +0.000000E-00, -1.066667E-01, +4.690832E-02, +6.924644E-02, +1.142857E-02, -1.996234E-01, +8.941176E-02, -4.751620E-02, +1.337868E-01, +7.600000E-02],
[+6.105006E-02, -1.495972E-02, +0.000000E-00, -1.401869E-02, -5.213270E-02, +0.000000E-00, +7.000000E-02, +8.060748E-02, +2.054054E-02, +4.555085E-02, -5.065856E-02, +2.668090E-02, -5.197505E-02, +2.741228E-02, +1.387407E-02, -1.368421E-02, -1.280683E-02, -2.054054E-02, +4.194260E-02, +2.648305E-02, -4.540764E-02, -2.054054E-02, +1.434879E-02, +0.000000E-00, +1.958651E-02, +2.668090E-02, +0.000000E-00, -6.237006E-03, +2.615063E-02, +6.116208E-03, +0.000000E-00, -2.532928E-02, -1.559252E-02, +2.956705E-02, +3.179487E-02, +9.940358E-02, -3.074141E-02, +6.063433E-02, +6.596306E-02, -9.900990E-03, +2.333333E-02, -4.885993E-03, +1.554828E-02, +2.014504E-02, +2.922591E-02, -1.227936E-02, +2.719503E-02, +9.909228E-02, -2.133517E-02, -1.547117E-02, -5.142857E-02, +2.108434E-02, -2.286136E-02, +3.547170E-02, +1.093294E-02, +6.777217E-02, +2.768400E-02, -4.730618E-02, +5.793103E-02, -3.911343E-03, -1.243455E-02, -6.626905E-02, +8.232789E-02, +5.901639E-03, -2.803129E-02, +8.115359E-02, +2.357320E-02, +4.909091E-02, +3.639515E-02, -5.574136E-03, +1.401345E-02, -1.381979E-01, +6.414368E-03, -6.819630E-02, +1.299590E-02, +2.970966E-02, -3.475410E-02, +6.114130E-03, -4.051317E-03, -5.694915E-02, -7.476636E-02, +1.289821E-01, +1.927047E-02, -3.578663E-02, +4.201681E-03, -2.998605E-02, +5.607477E-02, +6.807352E-02, -4.015296E-02, -5.976096E-03, -5.678023E-02, +6.232295E-02, -2.533333E-02, -2.735978E-02, -5.696203E-02, -4.026846E-02, +4.662005E-02, +7.869339E-02, +6.194081E-03, -8.960328E-02, -3.005259E-02, +1.378776E-01, -5.786249E-02, +8.164740E-02],
[-1.420455E-02, +3.170029E-02, +1.675978E-02, +1.373626E-02, +1.002710E-01, -1.182266E-01, +1.675978E-02, -6.318681E-02, -8.211144E-02, +3.514377E-02, -1.851852E-02, +2.327044E-01, -1.147959E-01, -9.798271E-02, -5.750799E-02, +7.796610E-02, +1.446541E-01, -8.791209E-02, +9.036145E-03, +3.582090E-02, -1.498559E-01, -1.898305E-01, -3.347280E-01, +1.069182E-01, +1.306818E-01, +1.407035E-01, +0.000000E-00, +0.000000E-00, +5.286344E-02, +1.171548E-01, +2.247191E-02, +1.831502E-02, -1.798561E-02, +1.245421E-01, +0.000000E-00, +3.322476E-01, -8.312958E-02, -2.933333E-02, +7.692308E-02, -2.806122E-02, -4.461942E-02, +0.000000E-00, +7.692308E-02, +4.336735E-02, +9.779951E-02, +1.380846E-01, +5.675147E-02, -4.259259E-02, -4.448743E-02, +1.214575E-02, -1.240000E-01, -4.566210E-02, -1.985646E-01, +8.656716E-02, +0.000000E-00, -6.318681E-02, +0.000000E-00, -4.985337E-02, +7.098765E-02, +4.899135E-02, -4.670330E-02, -4.322767E-02, +7.228916E-02, +1.320225E-01, -1.240695E-02, +7.537688E-03, -2.244389E-02, -5.102041E-02, +2.365591E-01, +1.847826E-01, +3.137615E-01, -1.033520E-01, +1.853583E-01, -5.124836E-02, -2.077562E-02, -6.789250E-02, +0.000000E-00, +2.503794E-01, -2.791262E-02, -7.740325E-02, -1.623816E-02, -2.338377E-02, +1.845070E-01, -9.512485E-02, -2.890933E-02, +1.488498E-02, +0.000000E-00, +5.333333E-02, -7.974684E-02, -3.741403E-01, -3.626374E-01, +5.689655E-01, -1.142857E-01, -1.811414E-01, +4.303030E-01, +3.601695E-02, -6.952965E-02, +3.604396E-01, -1.195477E-01, -8.256881E-02, -1.360000E-01, +7.870370E-02, -2.360515E-02, -5.054945E-02],
